ID,Email,Stock,Quantity,Price,Intention,Status,Date
787,ThPsBzwceE@gmail.com,GOOG,98,933,SELL,FULLY FILLED,2022-01-06
265,DAHIVMshsw@gmail.com,MA,93,606,SELL,PARTIALLY FILLED,2022-01-27
729,0neYZHpsKz@gmail.com,AAPL,89,519,BUY,AVAILABLE,2022-01-04
518,HgA88weSZs@gmail.com,AMZN,75,765,BUY,PARTIALLY FILLED,2022-01-16
924,l5IqPv2zkm@gmail.com,MA,79,804,BUY,AVAILABLE,2022-01-24
783,pOnxrHSrk3@gmail.com,UNH,17,686,BUY,AVAILABLE,2022-01-04
744,j6aV33ZO8g@gmail.com,ORCL,81,909,BUY,AVAILABLE,2022-01-06
152,uWJ088DPZb@gmail.com,INTC,92,883,BUY,FULLY FILLED,2022-01-11
142,XIRqaNao9l@gmail.com,AMZN,30,570,SELL,FULLY FILLED,2022-01-05
758,sdj1fLFOUa@gmail.com,HSBC,87,630,SELL,AVAILABLE,2022-01-22
629,cgFRKP0X2y@gmail.com,NKE,47,738,BUY,PARTIALLY FILLED,2022-01-29
267,tAottosYBj@gmail.com,PYPL,71,949,BUY,AVAILABLE,2022-01-03
70,mark@gmail.com,UNH,31,742,SELL,AVAILABLE,2022-01-14
245,JQ3EJd35yr@gmail.com,MA,79,988,SELL,AVAILABLE,2022-01-27
238,u1jSPYJx6o@gmail.com,NVDA,59,674,BUY,AVAILABLE,2022-01-09
528,jvwducdMpi@gmail.com,JNJ,19,568,SELL,PARTIALLY FILLED,2022-01-01
346,gm5K5xP828@gmail.com,BAC,61,541,SELL,PARTIALLY FILLED,2022-01-01
252,gJ83908Qpo@gmail.com,JNJ,9,792,SELL,AVAILABLE,2022-01-25
172,EI5jh2UCce@gmail.com,GOOG,22,664,BUY,AVAILABLE,2022-01-23
274,Y2lhSdM0RM@gmail.com,GOOG,73,756,SELL,FULLY FILLED,2022-01-20
713,4767eiyex2@gmail.com,AAPL,31,884,SELL,AVAILABLE,2022-01-19
816,t9PMClr93Q@gmail.com,FB,8,645,BUY,FULLY FILLED,2022-01-05
681,88hcpRlKxI@gmail.com,GOOG,87,632,SELL,PARTIALLY FILLED,2022-01-05
974,qTHPruEIgi@gmail.com,DIS,52,901,BUY,PARTIALLY FILLED,2022-01-02
178,5uVUnNivDR@gmail.com,JPM,9,808,SELL,PARTIALLY FILLED,2022-01-01
741,PA88SfX1H0@gmail.com,PEP,13,790,BUY,AVAILABLE,2022-01-31
74,WEVpP6MGTa@gmail.com,BABA,8,819,BUY,PARTIALLY FILLED,2022-01-27
793,pdEiUn65Dk@gmail.com,KO,39,747,SELL,FULLY FILLED,2022-01-01
725,1Mt4CW2Axc@gmail.com,JNJ,52,538,SELL,AVAILABLE,2022-01-31
930,Mpjmf7PHzc@gmail.com,WMT,41,545,BUY,AVAILABLE,2022-01-30
733,zG8E8odazm@gmail.com,AZN,66,634,SELL,FULLY FILLED,2022-01-19
559,KkDM6059JO@gmail.com,TM,84,717,SELL,PARTIALLY FILLED,2022-01-30
633,zY3ZtJ567V@gmail.com,JPM,48,724,BUY,FULLY FILLED,2022-01-27
782,IPvXSle8vd@gmail.com,PFE,12,549,BUY,PARTIALLY FILLED,2022-01-13
613,NAWC1Fg3hp@gmail.com,TM,1,910,BUY,PARTIALLY FILLED,2022-01-02
894,xAEy4MF4C6@gmail.com,AMZN,37,642,SELL,PARTIALLY FILLED,2022-01-19
244,lMYIPZnX1z@gmail.com,FB,25,523,SELL,AVAILABLE,2022-01-08
248,pTU8PvmHy1@gmail.com,UNH,68,540,BUY,AVAILABLE,2022-01-24
844,4767eiyex2@gmail.com,UPS,36,580,SELL,AVAILABLE,2022-01-01
53,P9iNENg8vD@gmail.com,ADBE,27,732,SELL,PARTIALLY FILLED,2022-01-02
619,62Ggy2fpvo@gmail.com,PEP,96,883,BUY,FULLY FILLED,2022-01-04
151,LlQrMXvowg@gmail.com,JNJ,72,950,SELL,FULLY FILLED,2022-01-05
992,E4CYTnuzfZ@gmail.com,PYPL,22,652,SELL,FULLY FILLED,2022-01-11
883,En4Zzo7li6@gmail.com,UNH,68,616,SELL,FULLY FILLED,2022-01-19
323,T6n53rD2Vr@gmail.com,FB,48,780,BUY,PARTIALLY FILLED,2022-01-15
453,vcdqkOmyhy@gmail.com,FB,98,795,SELL,FULLY FILLED,2022-01-22
737,e133pNRzeV@gmail.com,WMT,77,534,BUY,AVAILABLE,2022-01-01
345,WUx8CcekNV@gmail.com,BAC,65,533,BUY,PARTIALLY FILLED,2022-01-17
491,uYZHSgOwDY@gmail.com,FB,22,893,BUY,AVAILABLE,2022-01-14
603,ThPsBzwceE@gmail.com,WMT,36,744,SELL,PARTIALLY FILLED,2022-01-18
939,AGpTL8EROZ@gmail.com,PEP,2,504,SELL,PARTIALLY FILLED,2022-01-15
10,rhpzihM9Q4@gmail.com,JPM,54,799,SELL,PARTIALLY FILLED,2022-01-13
29,gFvPKPSLtY@gmail.com,MSFT,82,666,SELL,FULLY FILLED,2022-01-22
617,LVkPC8VEzP@gmail.com,MA,89,882,SELL,FULLY FILLED,2022-01-10
6,Wi3k7jt6s6@gmail.com,ADBE,36,609,BUY,PARTIALLY FILLED,2022-01-14
564,DwY9FsVzdZ@gmail.com,TM,69,978,BUY,PARTIALLY FILLED,2022-01-17
838,298a7JC3HE@gmail.com,AZN,70,999,BUY,FULLY FILLED,2022-01-16
78,Lgd78bbWm0@gmail.com,KO,46,986,SELL,AVAILABLE,2022-01-17
880,euHDaPoZLb@gmail.com,BAC,26,966,SELL,AVAILABLE,2022-01-21
271,lfhxOMzCAv@gmail.com,FB,12,987,BUY,PARTIALLY FILLED,2022-01-15
441,OAy5qix4Bn@gmail.com,ADBE,97,994,SELL,FULLY FILLED,2022-01-29
748,p0j4cfRmnm@gmail.com,BAC,6,985,SELL,FULLY FILLED,2022-01-27
785,iM5zufB8lA@gmail.com,INTC,50,538,SELL,AVAILABLE,2022-01-09
656,iZpsSuJJuR@gmail.com,TSLA,51,694,SELL,AVAILABLE,2022-01-02
449,w0W9HjodPC@gmail.com,KO,99,519,SELL,FULLY FILLED,2022-01-29
26,E4CYTnuzfZ@gmail.com,PEP,88,509,BUY,PARTIALLY FILLED,2022-01-20
415,EvLbPS0FJB@gmail.com,KO,93,784,SELL,PARTIALLY FILLED,2022-01-29
754,AJ3e3admfT@gmail.com,AZN,43,862,BUY,AVAILABLE,2022-01-26
160,eKySRP4ZIS@gmail.com,AMZN,97,594,SELL,PARTIALLY FILLED,2022-01-28
795,euHDaPoZLb@gmail.com,UNH,33,822,BUY,PARTIALLY FILLED,2022-01-04
286,0kfIrmlrng@gmail.com,TSM,56,881,BUY,PARTIALLY FILLED,2022-01-14
20,eHZvzjfahb@gmail.com,UPS,65,905,BUY,AVAILABLE,2022-01-12
536,FuIGVBSUeH@gmail.com,NKE,30,994,BUY,PARTIALLY FILLED,2022-01-19
640,yITCn8Carr@gmail.com,JPM,41,719,SELL,FULLY FILLED,2022-01-23
419,BiP7SjLdY3@gmail.com,JPM,57,615,SELL,PARTIALLY FILLED,2022-01-29
296,fhUkZez3sU@gmail.com,TSM,100,860,BUY,FULLY FILLED,2022-01-25
913,PNDceSiIZm@gmail.com,UPS,10,791,BUY,PARTIALLY FILLED,2022-01-05
655,RyVOggsj03@gmail.com,GOOG,57,526,BUY,FULLY FILLED,2022-01-01
533,ZRcZOBQ41Q@gmail.com,JNJ,53,850,BUY,AVAILABLE,2022-01-16
868,3MYuLwnNbG@gmail.com,PYPL,6,914,BUY,FULLY FILLED,2022-01-31
520,SRK6S57elJ@gmail.com,AZN,24,544,SELL,AVAILABLE,2022-01-13
381,FAnlvfAYj0@gmail.com,ADBE,97,896,BUY,AVAILABLE,2022-01-01
374,8p6WNkhAoL@gmail.com,PYPL,54,702,BUY,FULLY FILLED,2022-01-04
651,X7vQUYcVhq@gmail.com,AMZN,7,511,BUY,FULLY FILLED,2022-01-19
960,vcHA77hfvg@gmail.com,TSLA,43,962,BUY,PARTIALLY FILLED,2022-01-30
932,4sLlBi0IlF@gmail.com,ADBE,9,573,BUY,PARTIALLY FILLED,2022-01-10
467,9HdQWauwJL@gmail.com,FB,12,859,BUY,PARTIALLY FILLED,2022-01-27
962,5uVUnNivDR@gmail.com,ORCL,9,679,BUY,AVAILABLE,2022-01-18
667,5t2WPRkRHp@gmail.com,NFLX,30,519,SELL,FULLY FILLED,2022-01-07
866,lwwbYAmi6c@gmail.com,UNH,87,693,SELL,AVAILABLE,2022-01-19
1,b2pUJWamtf@gmail.com,JPM,70,532,BUY,FULLY FILLED,2022-01-04
304,eHZvzjfahb@gmail.com,TSM,47,672,SELL,FULLY FILLED,2022-01-16
610,xj688VzoxU@gmail.com,PEP,76,992,BUY,PARTIALLY FILLED,2022-01-19
148,bBkZEOOlK9@gmail.com,PFE,42,978,SELL,PARTIALLY FILLED,2022-01-11
942,xuSwWdVso0@gmail.com,TSM,55,919,SELL,FULLY FILLED,2022-01-31
585,dUf1xWyoez@gmail.com,MA,40,802,BUY,FULLY FILLED,2022-01-09
72,URKaQbCMmC@gmail.com,PYPL,51,722,BUY,FULLY FILLED,2022-01-04
255,mJD0VbVYGW@gmail.com,MSFT,67,576,BUY,AVAILABLE,2022-01-07
203,SLm0ZWuJCf@gmail.com,BABA,36,571,SELL,PARTIALLY FILLED,2022-01-09
481,W7Amh4TkFE@gmail.com,NFLX,19,882,BUY,PARTIALLY FILLED,2022-01-14
431,pPngvpwdVQ@gmail.com,HSBC,14,947,SELL,FULLY FILLED,2022-01-16
532,vcHA77hfvg@gmail.com,ORCL,48,718,SELL,AVAILABLE,2022-01-20
601,qR6ytYL41K@gmail.com,INTC,70,579,SELL,PARTIALLY FILLED,2022-01-01
186,daQxekSDul@gmail.com,NFLX,11,704,SELL,FULLY FILLED,2022-01-08
897,5fk7O4TbhF@gmail.com,BABA,66,818,BUY,PARTIALLY FILLED,2022-01-01
983,7LFxtH9lKY@gmail.com,GOOG,88,945,BUY,PARTIALLY FILLED,2022-01-04
154,YvPcku7RR2@gmail.com,PFE,72,991,SELL,PARTIALLY FILLED,2022-01-22
823,SRtekMCSYu@gmail.com,ORCL,60,500,SELL,FULLY FILLED,2022-01-02
434,ibRrja8ubO@gmail.com,MSFT,100,640,SELL,AVAILABLE,2022-01-12
488,CgUdUMwLRo@gmail.com,INTC,12,890,SELL,FULLY FILLED,2022-01-19
857,T6n53rD2Vr@gmail.com,DIS,7,667,SELL,FULLY FILLED,2022-01-05
427,1VAz2jdOz1@gmail.com,MA,33,594,BUY,FULLY FILLED,2022-01-10
62,fK7l6s1682@gmail.com,BABA,81,909,SELL,AVAILABLE,2022-01-06
403,pCCAReRNHU@gmail.com,PYPL,67,899,SELL,FULLY FILLED,2022-01-01
371,kFxw0Zw6Qm@gmail.com,KO,55,661,BUY,FULLY FILLED,2022-01-31
636,ncIbndhju6@gmail.com,UNH,29,840,SELL,FULLY FILLED,2022-01-24
471,YQI7p7HAPa@gmail.com,TSM,96,981,SELL,AVAILABLE,2022-01-29
951,TvBmKwAlzh@gmail.com,NFLX,37,616,BUY,PARTIALLY FILLED,2022-01-30
820,iZpsSuJJuR@gmail.com,DIS,20,612,BUY,AVAILABLE,2022-01-28
455,HX2cR9SA1X@gmail.com,JNJ,70,846,BUY,PARTIALLY FILLED,2022-01-29
475,PJKhqg5VEC@gmail.com,AZN,24,554,BUY,AVAILABLE,2022-01-08
60,ALt1Yowi3F@gmail.com,PEP,26,684,BUY,FULLY FILLED,2022-01-13
571,99hUlhgzUx@gmail.com,AAPL,79,781,BUY,AVAILABLE,2022-01-16
568,PvMeJ6VfVT@gmail.com,BABA,75,906,SELL,AVAILABLE,2022-01-12
117,oBmRp82pbd@gmail.com,UPS,42,503,SELL,PARTIALLY FILLED,2022-01-09
719,I05sAbHhFw@gmail.com,MA,82,542,BUY,PARTIALLY FILLED,2022-01-16
731,mKIfw7Gnkt@gmail.com,ADBE,94,839,BUY,AVAILABLE,2022-01-21
82,SDidIxy569@gmail.com,TSM,36,515,SELL,FULLY FILLED,2022-01-23
92,7cJuYusJCY@gmail.com,PYPL,67,690,SELL,PARTIALLY FILLED,2022-01-03
540,vjGFQFrR7f@gmail.com,NVDA,72,932,SELL,PARTIALLY FILLED,2022-01-22
735,8p6WNkhAoL@gmail.com,ADBE,26,949,BUY,AVAILABLE,2022-01-02
100,R22MYiljti@gmail.com,KO,83,904,BUY,AVAILABLE,2022-01-08
484,X02DFIcUV1@gmail.com,BABA,77,972,SELL,FULLY FILLED,2022-01-04
110,Xd7PlmBTNS@gmail.com,TSM,37,783,SELL,FULLY FILLED,2022-01-23
133,4GlqNbRFS5@gmail.com,DIS,15,589,SELL,PARTIALLY FILLED,2022-01-15
242,hncMwWx9uI@gmail.com,FB,39,797,BUY,PARTIALLY FILLED,2022-01-18
688,k34p5iq1WN@gmail.com,TM,87,904,SELL,FULLY FILLED,2022-01-02
806,OXn3DA3KBB@gmail.com,TSLA,46,685,BUY,AVAILABLE,2022-01-26
98,82s4iCz8TM@gmail.com,UPS,95,910,SELL,FULLY FILLED,2022-01-16
118,i9zS3VncsH@gmail.com,PYPL,50,881,BUY,FULLY FILLED,2022-01-13
561,0jaJDC6Pg4@gmail.com,TM,31,909,SELL,FULLY FILLED,2022-01-18
290,8xbdXTq8AK@gmail.com,WMT,19,576,SELL,FULLY FILLED,2022-01-09
210,7D2biWaavM@gmail.com,COST,47,859,SELL,PARTIALLY FILLED,2022-01-18
995,pnJ4ZEhxCN@gmail.com,NFLX,98,548,BUY,FULLY FILLED,2022-01-29
827,lWK2Qt7Drt@gmail.com,JPM,72,541,BUY,AVAILABLE,2022-01-19
37,lG6ueVsucN@gmail.com,TSM,35,936,SELL,PARTIALLY FILLED,2022-01-13
389,B3tdHUVeL8@gmail.com,TM,91,523,BUY,FULLY FILLED,2022-01-20
334,z3sHWdkG38@gmail.com,COST,18,696,SELL,FULLY FILLED,2022-01-12
378,Y103lZ3hSI@gmail.com,TM,82,579,BUY,PARTIALLY FILLED,2022-01-02
911,IudG0dtQHl@gmail.com,BAC,54,767,SELL,FULLY FILLED,2022-01-29
281,KBoGzmxm0N@gmail.com,INTC,100,680,BUY,AVAILABLE,2022-01-26
818,Kh5UgfakSM@gmail.com,NFLX,3,575,BUY,AVAILABLE,2022-01-02
276,9wmzGAMllJ@gmail.com,HSBC,57,762,BUY,FULLY FILLED,2022-01-14
80,7cKMkWmYUF@gmail.com,UNH,41,501,SELL,PARTIALLY FILLED,2022-01-07
357,5DGZq8Hmye@gmail.com,GOOG,24,912,BUY,FULLY FILLED,2022-01-10
459,mJD0VbVYGW@gmail.com,KO,55,559,BUY,FULLY FILLED,2022-01-31
623,ogOqLJtt8G@gmail.com,PYPL,76,707,SELL,FULLY FILLED,2022-01-21
131,6OK7Ar3Vn6@gmail.com,UNH,5,614,BUY,PARTIALLY FILLED,2022-01-04
7,0kfIrmlrng@gmail.com,MA,25,639,BUY,PARTIALLY FILLED,2022-01-08
562,5VIRCNGQqs@gmail.com,TSM,1,636,BUY,AVAILABLE,2022-01-07
890,BnNGahxHg3@gmail.com,DIS,57,722,SELL,FULLY FILLED,2022-01-02
598,Kh5UgfakSM@gmail.com,TSM,14,1000,SELL,PARTIALLY FILLED,2022-01-18
421,J7oGH6NJwR@gmail.com,DIS,20,601,SELL,FULLY FILLED,2022-01-24
919,gFvPKPSLtY@gmail.com,JNJ,20,721,BUY,AVAILABLE,2022-01-31
606,LdLEVg6KnX@gmail.com,AZN,99,828,BUY,FULLY FILLED,2022-01-14
544,URKaQbCMmC@gmail.com,GOOG,64,953,BUY,PARTIALLY FILLED,2022-01-30
867,uutxOLd2nn@gmail.com,PEP,38,801,BUY,FULLY FILLED,2022-01-25
351,0neYZHpsKz@gmail.com,AAPL,35,949,SELL,FULLY FILLED,2022-01-11
938,pCMzBB2mZI@gmail.com,AMZN,29,921,SELL,FULLY FILLED,2022-01-20
727,01xsjJa56s@gmail.com,AAPL,21,957,BUY,PARTIALLY FILLED,2022-01-02
379,OZWOCDPb9G@gmail.com,UNH,69,584,SELL,FULLY FILLED,2022-01-19
361,gSVGbVOHI5@gmail.com,ORCL,13,990,BUY,AVAILABLE,2022-01-17
48,NZvjc6j7Pk@gmail.com,UPS,27,502,BUY,FULLY FILLED,2022-01-02
558,AvYYN5ST7N@gmail.com,FB,79,742,SELL,FULLY FILLED,2022-01-23
829,ssGBy1Vlad@gmail.com,ORCL,68,963,SELL,FULLY FILLED,2022-01-31
644,tEGcdQtUxb@gmail.com,DIS,47,829,BUY,AVAILABLE,2022-01-25
121,gLtm2Ozr6f@gmail.com,JNJ,87,519,SELL,FULLY FILLED,2022-01-05
745,CQG2OYcmOn@gmail.com,UPS,96,578,BUY,FULLY FILLED,2022-01-01
775,qehVBAQAY1@gmail.com,MSFT,95,772,BUY,PARTIALLY FILLED,2022-01-19
887,WEVpP6MGTa@gmail.com,JPM,6,910,BUY,PARTIALLY FILLED,2022-01-12
414,vWE5TzdVMQ@gmail.com,PFE,34,864,SELL,FULLY FILLED,2022-01-25
972,E3CCJrLQsf@gmail.com,UPS,77,812,SELL,AVAILABLE,2022-01-15
104,noB1u4rp5x@gmail.com,UPS,58,762,BUY,FULLY FILLED,2022-01-23
909,AVd6KqIKfQ@gmail.com,TSM,15,730,BUY,AVAILABLE,2022-01-03
249,mqOjH1LwcU@gmail.com,PFE,25,752,SELL,FULLY FILLED,2022-01-29
509,ogOqLJtt8G@gmail.com,PFE,5,760,BUY,AVAILABLE,2022-01-11
96,NEXSiHvEgS@gmail.com,NVDA,80,660,SELL,PARTIALLY FILLED,2022-01-22
150,822MygDIjE@gmail.com,MSFT,37,676,BUY,FULLY FILLED,2022-01-30
948,TV5tRubFPx@gmail.com,ADBE,43,818,SELL,PARTIALLY FILLED,2022-01-11
927,S3KN6sgXK0@gmail.com,MSFT,93,916,SELL,PARTIALLY FILLED,2022-01-27
260,YgdSI3QMs4@gmail.com,PYPL,55,970,BUY,AVAILABLE,2022-01-08
58,kQkvvJm6KR@gmail.com,NFLX,62,946,SELL,AVAILABLE,2022-01-24
545,rLTU19QBDx@gmail.com,PEP,4,643,BUY,PARTIALLY FILLED,2022-01-27
659,3XfNOdYxWV@gmail.com,DIS,100,958,BUY,PARTIALLY FILLED,2022-01-20
904,HIxoPgm2wH@gmail.com,AMZN,41,907,BUY,PARTIALLY FILLED,2022-01-24
356,ThPsBzwceE@gmail.com,HSBC,5,681,SELL,PARTIALLY FILLED,2022-01-12
507,h2XqIKbVCi@gmail.com,PYPL,65,974,SELL,FULLY FILLED,2022-01-01
91,hMJL3ZS4BW@gmail.com,KO,22,869,BUY,PARTIALLY FILLED,2022-01-28
103,CywCowOqau@gmail.com,PFE,14,765,BUY,AVAILABLE,2022-01-17
895,PxgvfI1vqz@gmail.com,BABA,91,588,SELL,PARTIALLY FILLED,2022-01-28
158,is1efvQDf5@gmail.com,FB,2,755,SELL,FULLY FILLED,2022-01-28
166,ryUQYjctSh@gmail.com,AZN,9,935,BUY,FULLY FILLED,2022-01-18
892,JuUsql6VY8@gmail.com,TM,96,882,SELL,PARTIALLY FILLED,2022-01-06
728,GvrzF6ct70@gmail.com,DIS,58,598,SELL,PARTIALLY FILLED,2022-01-15
317,RZtKjYmTNf@gmail.com,TSM,97,524,BUY,PARTIALLY FILLED,2022-01-18
803,R22MYiljti@gmail.com,JNJ,53,555,BUY,AVAILABLE,2022-01-19
136,ExbCknMMq7@gmail.com,MSFT,5,736,BUY,PARTIALLY FILLED,2022-01-11
749,5zqse6C2f4@gmail.com,NFLX,66,698,BUY,FULLY FILLED,2022-01-02
973,CAq3XmtLKb@gmail.com,AZN,25,778,BUY,PARTIALLY FILLED,2022-01-28
807,kKIcM83oNt@gmail.com,NKE,55,691,SELL,PARTIALLY FILLED,2022-01-13
61,aBkF0ACqOo@gmail.com,BAC,23,549,SELL,PARTIALLY FILLED,2022-01-17
954,8LdTczz6in@gmail.com,TSM,29,733,SELL,AVAILABLE,2022-01-24
828,mJD0VbVYGW@gmail.com,AAPL,19,955,SELL,FULLY FILLED,2022-01-30
814,lwwbYAmi6c@gmail.com,GOOG,30,827,BUY,PARTIALLY FILLED,2022-01-11
711,t9PMClr93Q@gmail.com,JPM,91,615,BUY,AVAILABLE,2022-01-07
171,agYL5cfCQT@gmail.com,ORCL,10,845,BUY,PARTIALLY FILLED,2022-01-11
43,GghtU2ufN4@gmail.com,WMT,27,851,SELL,AVAILABLE,2022-01-29
765,7LFxtH9lKY@gmail.com,TM,11,627,SELL,AVAILABLE,2022-01-28
708,4pIPgOk3hC@gmail.com,DIS,32,957,BUY,FULLY FILLED,2022-01-04
657,9Feztj6xPM@gmail.com,NKE,41,889,BUY,PARTIALLY FILLED,2022-01-31
293,6iKzYl5uN2@gmail.com,TM,18,916,BUY,FULLY FILLED,2022-01-16
912,ocZ6Pqbqme@gmail.com,COST,9,857,BUY,FULLY FILLED,2022-01-22
900,FhXcqOXztP@gmail.com,TSM,77,877,SELL,AVAILABLE,2022-01-28
399,A4a5k4GeKp@gmail.com,MA,20,522,SELL,AVAILABLE,2022-01-23
127,99YNtxYqOR@gmail.com,TSM,91,911,BUY,PARTIALLY FILLED,2022-01-16
632,PMSeLQLUBJ@gmail.com,TSM,19,517,BUY,FULLY FILLED,2022-01-08
609,qEwmkGH5Yw@gmail.com,JNJ,90,773,SELL,PARTIALLY FILLED,2022-01-19
870,hncMwWx9uI@gmail.com,UPS,90,915,BUY,AVAILABLE,2022-01-26
90,DO5MlLuWhQ@gmail.com,PEP,53,954,SELL,FULLY FILLED,2022-01-14
846,6JLGfFGDLs@gmail.com,UPS,73,676,SELL,PARTIALLY FILLED,2022-01-25
426,KAQMrGitz0@gmail.com,TM,10,697,BUY,FULLY FILLED,2022-01-14
933,10sDPbZ6XK@gmail.com,PYPL,30,713,SELL,PARTIALLY FILLED,2022-01-09
834,5HUAKPo1ER@gmail.com,PYPL,3,583,BUY,PARTIALLY FILLED,2022-01-02
792,62Ggy2fpvo@gmail.com,NFLX,10,507,SELL,FULLY FILLED,2022-01-15
312,pPngvpwdVQ@gmail.com,WMT,15,685,SELL,AVAILABLE,2022-01-31
261,6iKzYl5uN2@gmail.com,INTC,51,582,BUY,PARTIALLY FILLED,2022-01-13
628,0ayU950jzW@gmail.com,PEP,16,841,BUY,FULLY FILLED,2022-01-24
574,i9UOPFHDGZ@gmail.com,NVDA,83,711,BUY,PARTIALLY FILLED,2022-01-09
964,9emjhe6vQt@gmail.com,UNH,40,772,SELL,FULLY FILLED,2022-01-30
767,kcPfcUhy9N@gmail.com,KO,40,798,BUY,FULLY FILLED,2022-01-10
724,PA88SfX1H0@gmail.com,NKE,50,638,BUY,PARTIALLY FILLED,2022-01-06
530,8LdTczz6in@gmail.com,PEP,100,742,SELL,AVAILABLE,2022-01-15
258,L9m2lAwMmF@gmail.com,COST,4,926,SELL,PARTIALLY FILLED,2022-01-18
553,tznnhm9vbv@gmail.com,TSLA,58,985,BUY,AVAILABLE,2022-01-17
961,ncIbndhju6@gmail.com,NVDA,74,903,BUY,FULLY FILLED,2022-01-15
315,jvwducdMpi@gmail.com,BABA,73,795,SELL,PARTIALLY FILLED,2022-01-16
696,G59Uv3lVMv@gmail.com,MSFT,49,776,BUY,PARTIALLY FILLED,2022-01-30
77,LVkPC8VEzP@gmail.com,NFLX,10,969,SELL,FULLY FILLED,2022-01-14
480,PNYPKxsdRY@gmail.com,TM,4,958,BUY,FULLY FILLED,2022-01-10
718,gm5K5xP828@gmail.com,ORCL,51,854,SELL,FULLY FILLED,2022-01-15
979,MK9R8i8TPs@gmail.com,INTC,26,928,BUY,PARTIALLY FILLED,2022-01-09
777,IudG0dtQHl@gmail.com,FB,35,974,SELL,FULLY FILLED,2022-01-10
243,8pmWrJnlJi@gmail.com,ADBE,19,609,SELL,PARTIALLY FILLED,2022-01-24
959,m5VZRcyZK7@gmail.com,MSFT,2,819,SELL,PARTIALLY FILLED,2022-01-19
21,Fx0kGSSSNu@gmail.com,UNH,75,620,BUY,PARTIALLY FILLED,2022-01-29
76,ruxhzxjTkv@gmail.com,AZN,73,829,SELL,FULLY FILLED,2022-01-09
660,T5fI5WgbTC@gmail.com,PEP,33,930,BUY,PARTIALLY FILLED,2022-01-03
645,kKIcM83oNt@gmail.com,FB,82,752,BUY,FULLY FILLED,2022-01-07
221,mdCgAPlNk9@gmail.com,WMT,18,914,SELL,PARTIALLY FILLED,2022-01-19
328,5b3gEfzngt@gmail.com,HSBC,84,922,BUY,PARTIALLY FILLED,2022-01-08
143,Qwom9tVWGT@gmail.com,BAC,12,727,SELL,PARTIALLY FILLED,2022-01-23
324,TvBmKwAlzh@gmail.com,GOOG,81,567,SELL,FULLY FILLED,2022-01-12
347,tznnhm9vbv@gmail.com,COST,27,546,BUY,AVAILABLE,2022-01-18
11,c8BBGEtEbm@gmail.com,TSLA,54,767,SELL,FULLY FILLED,2022-01-17
349,y0tdKyMkPD@gmail.com,JPM,27,955,BUY,FULLY FILLED,2022-01-21
905,cSoCNY5rXo@gmail.com,HSBC,30,789,SELL,PARTIALLY FILLED,2022-01-04
134,HiYB9i21ds@gmail.com,KO,67,934,BUY,FULLY FILLED,2022-01-16
153,EswiwASrh0@gmail.com,ORCL,37,694,BUY,FULLY FILLED,2022-01-02
41,fWHktJfS0b@gmail.com,NVDA,16,918,BUY,FULLY FILLED,2022-01-12
9,F9KFD7Ybb2@gmail.com,TM,27,708,SELL,PARTIALLY FILLED,2022-01-22
680,wNYV66qEEM@gmail.com,KO,95,864,SELL,FULLY FILLED,2022-01-02
468,FYNoFq9vnY@gmail.com,BAC,82,816,BUY,PARTIALLY FILLED,2022-01-06
331,5zqse6C2f4@gmail.com,NFLX,63,726,SELL,PARTIALLY FILLED,2022-01-25
622,uP5W9MNuuQ@gmail.com,FB,59,905,BUY,AVAILABLE,2022-01-11
604,SH99wGIn60@gmail.com,PEP,53,832,BUY,AVAILABLE,2022-01-24
218,UasjVjmZ6e@gmail.com,INTC,43,664,SELL,AVAILABLE,2022-01-01
798,wT2knkMllS@gmail.com,HSBC,47,964,SELL,AVAILABLE,2022-01-01
914,coHIjGpkx7@gmail.com,DIS,77,892,SELL,PARTIALLY FILLED,2022-01-11
155,CywCowOqau@gmail.com,AMZN,30,810,BUY,AVAILABLE,2022-01-21
289,iqz8IidAPW@gmail.com,UNH,53,626,BUY,AVAILABLE,2022-01-23
344,E0jXApmUzm@gmail.com,MA,49,952,SELL,PARTIALLY FILLED,2022-01-23
335,9LEiDadZt0@gmail.com,BAC,85,658,SELL,FULLY FILLED,2022-01-08
139,1IAMFOxtUF@gmail.com,NKE,99,600,BUY,AVAILABLE,2022-01-17
683,AGpTL8EROZ@gmail.com,NFLX,75,651,BUY,PARTIALLY FILLED,2022-01-31
495,HX2cR9SA1X@gmail.com,PYPL,64,814,SELL,FULLY FILLED,2022-01-23
625,S2y61K4XvU@gmail.com,PYPL,82,699,BUY,PARTIALLY FILLED,2022-01-29
587,Mwg9su76PS@gmail.com,COST,6,890,SELL,AVAILABLE,2022-01-03
774,JuUsql6VY8@gmail.com,MA,57,630,SELL,FULLY FILLED,2022-01-11
947,298a7JC3HE@gmail.com,TSLA,92,559,BUY,AVAILABLE,2022-01-24
573,Dk9TEYcBXx@gmail.com,UNH,21,587,SELL,PARTIALLY FILLED,2022-01-29
205,a3GP62XVdp@gmail.com,NFLX,98,528,SELL,AVAILABLE,2022-01-11
50,extMLi3qjd@gmail.com,ORCL,59,588,BUY,FULLY FILLED,2022-01-20
825,SH99wGIn60@gmail.com,NFLX,18,736,SELL,FULLY FILLED,2022-01-20
802,Z55QOULBlt@gmail.com,MA,58,563,BUY,PARTIALLY FILLED,2022-01-25
